,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_dl_allowance,param_k,param_prune_size,param_random_state,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
126,10.012328672409058,1.5164318726419443,0.8321181774139405,0.33071007359632343,256,1,0.4,69,"{'dl_allowance': 256, 'k': 1, 'prune_size': 0.4, 'random_state': 69}",0.7975206611570248,0.7933884297520661,0.7551867219917012,0.8174273858921162,0.7966804979253111,0.7759336099585062,0.8423236514522822,0.8796680497925311,0.7800829875518672,0.8381742738589212,0.8076386269332326,0.03515790075650139,29
86,9.78020088672638,1.7806651949476338,0.80010507106781,0.2945078236275848,160,1,0.4,69,"{'dl_allowance': 160, 'k': 1, 'prune_size': 0.4, 'random_state': 69}",0.7975206611570248,0.7933884297520661,0.7551867219917012,0.8174273858921162,0.7966804979253111,0.7717842323651453,0.8423236514522822,0.8796680497925311,0.7800829875518672,0.8381742738589212,0.8072236891738965,0.035551916447746086,30
66,9.70264654159546,1.45584847946731,0.8379734754562378,0.31268463013784176,128,1,0.4,69,"{'dl_allowance': 128, 'k': 1, 'prune_size': 0.4, 'random_state': 69}",0.7975206611570248,0.7933884297520661,0.7551867219917012,0.8174273858921162,0.7966804979253111,0.7717842323651453,0.8423236514522822,0.8796680497925311,0.7800829875518672,0.8381742738589212,0.8072236891738965,0.035551916447746086,30
106,9.97965486049652,1.6246029993658673,0.7700810670852661,0.2811628414924693,200,1,0.4,69,"{'dl_allowance': 200, 'k': 1, 'prune_size': 0.4, 'random_state': 69}",0.7975206611570248,0.7933884297520661,0.7551867219917012,0.8174273858921162,0.7966804979253111,0.7717842323651453,0.8423236514522822,0.8796680497925311,0.7800829875518672,0.8381742738589212,0.8072236891738965,0.035551916447746086,30
30,16.23852982521057,5.102684561195758,0.8452087879180908,0.22251827816847625,32,3,0.2,69,"{'dl_allowance': 32, 'k': 3, 'prune_size': 0.2, 'random_state': 69}",0.8388429752066116,0.7520661157024794,0.7966804979253111,0.8091286307053942,0.8132780082987552,0.7966804979253111,0.8008298755186722,0.8381742738589212,0.8174273858921162,0.8008298755186722,0.8063938136552243,0.023327381759637788,33
35,16.605742001533507,5.913883482619337,0.8510031700134277,0.2212602377084188,32,5,0.2,69,"{'dl_allowance': 32, 'k': 5, 'prune_size': 0.2, 'random_state': 69}",0.8388429752066116,0.7520661157024794,0.7966804979253111,0.8091286307053942,0.8132780082987552,0.7966804979253111,0.8008298755186722,0.8381742738589212,0.8174273858921162,0.8008298755186722,0.8063938136552243,0.023327381759637788,33
131,16.58211941719055,4.890733381074396,0.7019863367080689,0.2161643286396048,256,3,0.4,69,"{'dl_allowance': 256, 'k': 3, 'prune_size': 0.4, 'random_state': 69}",0.7975206611570248,0.7933884297520661,0.7551867219917012,0.8174273858921162,0.7966804979253111,0.7759336099585062,0.8464730290456431,0.8547717842323651,0.7800829875518672,0.8381742738589212,0.8055639381365521,0.031074254843989037,35
136,17.319753050804138,6.7098648443073365,0.7459438562393188,0.2747375572927232,256,5,0.4,69,"{'dl_allowance': 256, 'k': 5, 'prune_size': 0.4, 'random_state': 69}",0.7975206611570248,0.7933884297520661,0.7551867219917012,0.8174273858921162,0.7966804979253111,0.7759336099585062,0.8464730290456431,0.8547717842323651,0.7800829875518672,0.8381742738589212,0.8055639381365521,0.031074254843989037,35
111,16.88801407814026,5.064080991831824,0.7711792707443237,0.26873175019900797,200,3,0.4,69,"{'dl_allowance': 200, 'k': 3, 'prune_size': 0.4, 'random_state': 69}",0.7975206611570248,0.7933884297520661,0.7551867219917012,0.8174273858921162,0.7966804979253111,0.7717842323651453,0.8464730290456431,0.8547717842323651,0.7800829875518672,0.8381742738589212,0.805149000377216,0.03149203642464973,37
96,16.843638396263124,6.868921882819234,0.767157506942749,0.2632406688839116,160,5,0.4,69,"{'dl_allowance': 160, 'k': 5, 'prune_size': 0.4, 'random_state': 69}",0.7975206611570248,0.7933884297520661,0.7551867219917012,0.8174273858921162,0.7966804979253111,0.7717842323651453,0.8464730290456431,0.8547717842323651,0.7800829875518672,0.8381742738589212,0.805149000377216,0.03149203642464973,37
