,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_alpha,param_batch_size,param_early_stopping,param_hidden_layer_sizes,param_learning_rate,param_learning_rate_init,param_max_iter,param_n_iter_no_change,param_random_state,param_solver,param_tol,param_validation_fraction,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
71,8.136313819885254,3.265362163186217,0.010545635223388672,0.00562618736087785,logistic,0.0006246532881584578,1033,True,"(100, 100)",adaptive,0.0017163415092345583,5000,50,69,adam,0.0004911949153996099,0.2,"{'activation': 'logistic', 'alpha': 0.0006246532881584578, 'batch_size': 1033, 'early_stopping': True, 'hidden_layer_sizes': (100, 100), 'learning_rate': 'adaptive', 'learning_rate_init': 0.0017163415092345583, 'max_iter': 5000, 'n_iter_no_change': 50, 'random_state': 69, 'solver': 'adam', 'tol': 0.0004911949153996099, 'validation_fraction': 0.2}",0.8343685300207039,0.8281573498964804,0.8506224066390041,0.8236514522821576,0.8589211618257261,0.8391441801328143,0.013464178976075748,38
22,9.38816146850586,1.7017776205046724,0.010007810592651368,0.005057629093937451,logistic,0.00011213346920624881,1245,True,"(100, 100)",invscaling,0.0012028140725274885,5000,50,69,adam,0.0003412812645326516,0.2,"{'activation': 'logistic', 'alpha': 0.00011213346920624881, 'batch_size': 1245, 'early_stopping': True, 'hidden_layer_sizes': (100, 100), 'learning_rate': 'invscaling', 'learning_rate_init': 0.0012028140725274885, 'max_iter': 5000, 'n_iter_no_change': 50, 'random_state': 69, 'solver': 'adam', 'tol': 0.0003412812645326516, 'validation_fraction': 0.2}",0.8260869565217391,0.8302277432712215,0.8464730290456431,0.8319502074688797,0.8589211618257261,0.8387318196266419,0.012212600073362055,39
38,10.395244646072388,5.167997230497861,0.010519695281982423,0.004149447634298976,tanh,0.00027380193963031795,1902,True,"(100, 100)",invscaling,0.005866795139063364,5000,50,69,adam,0.00047367611075198557,0.2,"{'activation': 'tanh', 'alpha': 0.00027380193963031795, 'batch_size': 1902, 'early_stopping': True, 'hidden_layer_sizes': (100, 100), 'learning_rate': 'invscaling', 'learning_rate_init': 0.005866795139063364, 'max_iter': 5000, 'n_iter_no_change': 50, 'random_state': 69, 'solver': 'adam', 'tol': 0.00047367611075198557, 'validation_fraction': 0.2}",0.8364389233954451,0.8260869565217391,0.8775933609958506,0.8008298755186722,0.8526970954356846,0.8387292423734782,0.025717525526514438,40
81,12.415931510925294,4.078174163025081,0.01327824592590332,0.005314144254181999,tanh,0.00023841114747866546,1116,True,"(100, 100)",adaptive,0.0011210766607381948,5000,50,69,adam,0.0004629206426867625,0.2,"{'activation': 'tanh', 'alpha': 0.00023841114747866546, 'batch_size': 1116, 'early_stopping': True, 'hidden_layer_sizes': (100, 100), 'learning_rate': 'adaptive', 'learning_rate_init': 0.0011210766607381948, 'max_iter': 5000, 'n_iter_no_change': 50, 'random_state': 69, 'solver': 'adam', 'tol': 0.0004629206426867625, 'validation_fraction': 0.2}",0.8405797101449275,0.84472049689441,0.8443983402489627,0.8091286307053942,0.8506224066390041,0.8378899169265397,0.014734851636658448,41
8,7.1495811462402346,1.0784689638191483,0.008410835266113281,0.0038387039178813163,logistic,0.0007589134919810372,1074,True,"(100, 100)",adaptive,0.0011351255449191407,5000,50,69,adam,0.00021054279344429467,0.2,"{'activation': 'logistic', 'alpha': 0.0007589134919810372, 'batch_size': 1074, 'early_stopping': True, 'hidden_layer_sizes': (100, 100), 'learning_rate': 'adaptive', 'learning_rate_init': 0.0011351255449191407, 'max_iter': 5000, 'n_iter_no_change': 50, 'random_state': 69, 'solver': 'adam', 'tol': 0.00021054279344429467, 'validation_fraction': 0.2}",0.8240165631469979,0.8385093167701864,0.8381742738589212,0.8298755186721992,0.8506224066390041,0.8362396158174616,0.009007373257811608,42
62,11.046234703063964,3.198552287465316,0.012533187866210938,0.004984934613985613,tanh,0.0003701781199008224,2021,True,"(100, 100)",adaptive,0.0022077961075212954,5000,50,69,adam,0.0005429460375888359,0.2,"{'activation': 'tanh', 'alpha': 0.0003701781199008224, 'batch_size': 2021, 'early_stopping': True, 'hidden_layer_sizes': (100, 100), 'learning_rate': 'adaptive', 'learning_rate_init': 0.0022077961075212954, 'max_iter': 5000, 'n_iter_no_change': 50, 'random_state': 69, 'solver': 'adam', 'tol': 0.0005429460375888359, 'validation_fraction': 0.2}",0.8322981366459627,0.8385093167701864,0.8340248962655602,0.8236514522821576,0.8526970954356846,0.8362361794799102,0.009538366953534938,43
20,9.538466501235963,6.023852955297348,0.009482383728027344,0.0047297838653685646,tanh,0.0008843559667255856,1126,True,"(100, 100)",adaptive,0.0011531222915927822,5000,50,69,adam,0.00048328264041491264,0.2,"{'activation': 'tanh', 'alpha': 0.0008843559667255856, 'batch_size': 1126, 'early_stopping': True, 'hidden_layer_sizes': (100, 100), 'learning_rate': 'adaptive', 'learning_rate_init': 0.0011531222915927822, 'max_iter': 5000, 'n_iter_no_change': 50, 'random_state': 69, 'solver': 'adam', 'tol': 0.00048328264041491264, 'validation_fraction': 0.2}",0.8612836438923396,0.84472049689441,0.8319502074688797,0.8112033195020747,0.8298755186721992,0.8358066372859806,0.01663675583555927,44
19,9.51576542854309,5.846621450154508,0.011974143981933593,0.004015605748580384,tanh,0.00034146343338799505,1245,True,"(100, 100)",invscaling,0.0011852931536589792,5000,50,69,adam,0.0004916275434427696,0.2,"{'activation': 'tanh', 'alpha': 0.00034146343338799505, 'batch_size': 1245, 'early_stopping': True, 'hidden_layer_sizes': (100, 100), 'learning_rate': 'invscaling', 'learning_rate_init': 0.0011852931536589792, 'max_iter': 5000, 'n_iter_no_change': 50, 'random_state': 69, 'solver': 'adam', 'tol': 0.0004916275434427696, 'validation_fraction': 0.2}",0.8592132505175983,0.8343685300207039,0.8464730290456431,0.8112033195020747,0.8257261410788381,0.8353968540329715,0.016551795351788412,45
30,8.766848182678222,2.516293732939807,0.015855121612548827,0.005625596721162675,tanh,0.0005293815645350354,1353,True,"(100, 100)",invscaling,0.003639104027232872,5000,50,69,adam,0.00012982258260645421,0.2,"{'activation': 'tanh', 'alpha': 0.0005293815645350354, 'batch_size': 1353, 'early_stopping': True, 'hidden_layer_sizes': (100, 100), 'learning_rate': 'invscaling', 'learning_rate_init': 0.003639104027232872, 'max_iter': 5000, 'n_iter_no_change': 50, 'random_state': 69, 'solver': 'adam', 'tol': 0.00012982258260645421, 'validation_fraction': 0.2}",0.8385093167701864,0.8343685300207039,0.8360995850622407,0.8132780082987552,0.8402489626556017,0.8325008805614974,0.00981928397009387,46
44,5.545508813858032,1.5086492576223567,0.009685754776000977,0.0062400108379396906,logistic,0.0007478610005249184,1324,True,"(100, 100)",adaptive,0.004061733715151254,5000,50,69,adam,0.0004987055539601511,0.2,"{'activation': 'logistic', 'alpha': 0.0007478610005249184, 'batch_size': 1324, 'early_stopping': True, 'hidden_layer_sizes': (100, 100), 'learning_rate': 'adaptive', 'learning_rate_init': 0.004061733715151254, 'max_iter': 5000, 'n_iter_no_change': 50, 'random_state': 69, 'solver': 'adam', 'tol': 0.0004987055539601511, 'validation_fraction': 0.2}",0.8302277432712215,0.8302277432712215,0.8340248962655602,0.8112033195020747,0.8443983402489627,0.830016408511808,0.010741783626692343,47
87,8.574074506759644,0.7546260611531033,0.012076234817504883,0.008396994508563032,logistic,0.000809296744821523,1363,True,"(100, 100)",invscaling,0.0013772329238232032,5000,50,69,adam,0.0005229984062135748,0.2,"{'activation': 'logistic', 'alpha': 0.000809296744821523, 'batch_size': 1363, 'early_stopping': True, 'hidden_layer_sizes': (100, 100), 'learning_rate': 'invscaling', 'learning_rate_init': 0.0013772329238232032, 'max_iter': 5000, 'n_iter_no_change': 50, 'random_state': 69, 'solver': 'adam', 'tol': 0.0005229984062135748, 'validation_fraction': 0.2}",0.8219461697722568,0.8240165631469979,0.8360995850622407,0.8195020746887967,0.8402489626556017,0.8283626710651786,0.00824274319622043,48
85,8.751154804229737,1.8348229412863502,0.014598703384399414,0.005528314721477388,logistic,0.00016167069578750117,1448,True,"(100, 100)",adaptive,0.00474024721058274,5000,50,69,adam,0.00023392005306503873,0.2,"{'activation': 'logistic', 'alpha': 0.00016167069578750117, 'batch_size': 1448, 'early_stopping': True, 'hidden_layer_sizes': (100, 100), 'learning_rate': 'adaptive', 'learning_rate_init': 0.00474024721058274, 'max_iter': 5000, 'n_iter_no_change': 50, 'random_state': 69, 'solver': 'adam', 'tol': 0.00023392005306503873, 'validation_fraction': 0.2}",0.8178053830227743,0.8260869565217391,0.8423236514522822,0.8174273858921162,0.8340248962655602,0.8275336546308945,0.00958904683122441,49
14,5.856136512756348,0.911002055095354,0.007695770263671875,0.004980383752850392,logistic,0.0005146190822919899,1468,True,"(100, 100)",invscaling,0.003246331350111955,5000,50,69,adam,0.0005860434719634984,0.2,"{'activation': 'logistic', 'alpha': 0.0005146190822919899, 'batch_size': 1468, 'early_stopping': True, 'hidden_layer_sizes': (100, 100), 'learning_rate': 'invscaling', 'learning_rate_init': 0.003246331350111955, 'max_iter': 5000, 'n_iter_no_change': 50, 'random_state': 69, 'solver': 'adam', 'tol': 0.0005860434719634984, 'validation_fraction': 0.2}",0.8240165631469979,0.8157349896480331,0.8402489626556017,0.8091286307053942,0.8195020746887967,0.8217262441689647,0.010467842057893006,50
