,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_alpha,param_batch_size,param_early_stopping,param_hidden_layer_sizes,param_learning_rate,param_learning_rate_init,param_max_iter,param_n_iter_no_change,param_random_state,param_solver,param_tol,param_validation_fraction,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
662,62.98205246925354,9.588379326250806,0.04629373550415039,0.015070277994573049,tanh,0.007712432226593267,455,False,"(500, 500)",adaptive,0.010808107058988416,5000,10,69,sgd,0.000512386802772933,0.2,"{'activation': 'tanh', 'alpha': 0.007712432226593267, 'batch_size': 455, 'early_stopping': False, 'hidden_layer_sizes': (500, 500), 'learning_rate': 'adaptive', 'learning_rate_init': 0.010808107058988416, 'max_iter': 5000, 'n_iter_no_change': 10, 'random_state': 69, 'solver': 'sgd', 'tol': 0.000512386802772933, 'validation_fraction': 0.2}",0.8198757763975155,0.8219461697722568,0.8423236514522822,0.8195020746887967,0.8526970954356846,0.8312689535493071,0.01368612312901235,38
633,63.15054287910461,17.590982812483723,0.009049129486083985,0.00146004850274385,logistic,0.0016384643216363626,1223,False,"(200, 200)",adaptive,0.07480409352401139,5000,50,69,sgd,0.0004771576439287002,0.2,"{'activation': 'logistic', 'alpha': 0.0016384643216363626, 'batch_size': 1223, 'early_stopping': False, 'hidden_layer_sizes': (200, 200), 'learning_rate': 'adaptive', 'learning_rate_init': 0.07480409352401139, 'max_iter': 5000, 'n_iter_no_change': 50, 'random_state': 69, 'solver': 'sgd', 'tol': 0.0004771576439287002, 'validation_fraction': 0.2}",0.8530020703933747,0.7929606625258799,0.8464730290456431,0.8174273858921162,0.8464730290456431,0.8312672353805313,0.02277617322000398,40
623,1.0218161582946776,0.24143170626159485,0.0026084423065185548,0.0004887418651214773,relu,0.005855484877263548,1589,False,"(25,)",adaptive,0.026401496871712317,5000,50,69,adam,0.0005585741805164113,0.2,"{'activation': 'relu', 'alpha': 0.005855484877263548, 'batch_size': 1589, 'early_stopping': False, 'hidden_layer_sizes': (25,), 'learning_rate': 'adaptive', 'learning_rate_init': 0.026401496871712317, 'max_iter': 5000, 'n_iter_no_change': 50, 'random_state': 69, 'solver': 'adam', 'tol': 0.0005585741805164113, 'validation_fraction': 0.2}",0.8095238095238095,0.8198757763975155,0.8443983402489627,0.8153526970954357,0.8651452282157677,0.8308591702962982,0.020857258509312672,41
242,182.7692467212677,15.321354196560597,0.022200918197631835,0.0012373153445687701,logistic,0.0078073489321994005,1340,False,"(500, 500)",constant,0.00490570252042699,5000,10,69,sgd,0.00010707100707210524,0.2,"{'activation': 'logistic', 'alpha': 0.0078073489321994005, 'batch_size': 1340, 'early_stopping': False, 'hidden_layer_sizes': (500, 500), 'learning_rate': 'constant', 'learning_rate_init': 0.00490570252042699, 'max_iter': 5000, 'n_iter_no_change': 10, 'random_state': 69, 'solver': 'sgd', 'tol': 0.00010707100707210524, 'validation_fraction': 0.2}",0.8157349896480331,0.8178053830227743,0.8381742738589212,0.8195020746887967,0.8609958506224067,0.8304425143681865,0.017256813457295652,42
180,1.4641250133514405,0.4116009582462479,0.0022968292236328126,0.00010696432134713792,relu,0.0031888046557613935,298,False,"(50,)",constant,0.018476486669277592,5000,50,69,adam,0.000509599336991938,0.2,"{'activation': 'relu', 'alpha': 0.0031888046557613935, 'batch_size': 298, 'early_stopping': False, 'hidden_layer_sizes': (50,), 'learning_rate': 'constant', 'learning_rate_init': 0.018476486669277592, 'max_iter': 5000, 'n_iter_no_change': 50, 'random_state': 69, 'solver': 'adam', 'tol': 0.000509599336991938, 'validation_fraction': 0.2}",0.8012422360248447,0.8281573498964804,0.8340248962655602,0.8360995850622407,0.8506224066390041,0.830029294777626,0.016180781444659793,43
667,1.5405505657196046,0.43688121387951906,0.0033712387084960938,0.0007096966721639661,relu,0.009834100687389574,1161,False,"(25, 25)",adaptive,0.04404467226981423,5000,50,69,adam,0.0004546920915876857,0.2,"{'activation': 'relu', 'alpha': 0.009834100687389574, 'batch_size': 1161, 'early_stopping': False, 'hidden_layer_sizes': (25, 25), 'learning_rate': 'adaptive', 'learning_rate_init': 0.04404467226981423, 'max_iter': 5000, 'n_iter_no_change': 50, 'random_state': 69, 'solver': 'adam', 'tol': 0.0004546920915876857, 'validation_fraction': 0.2}",0.8219461697722568,0.8095238095238095,0.8464730290456431,0.8091286307053942,0.8568464730290456,0.8287836224152297,0.019516395885924104,44
687,26.91171269416809,5.529615430954789,0.009955120086669923,0.0017395736889729055,tanh,0.008297828666095694,1996,False,"(500,)",adaptive,0.021611678214582476,5000,50,69,adam,0.00014686763027536252,0.2,"{'activation': 'tanh', 'alpha': 0.008297828666095694, 'batch_size': 1996, 'early_stopping': False, 'hidden_layer_sizes': (500,), 'learning_rate': 'adaptive', 'learning_rate_init': 0.021611678214582476, 'max_iter': 5000, 'n_iter_no_change': 50, 'random_state': 69, 'solver': 'adam', 'tol': 0.00014686763027536252, 'validation_fraction': 0.2}",0.8260869565217391,0.8178053830227743,0.8402489626556017,0.8236514522821576,0.8360995850622407,0.8287784679089027,0.008235412810651906,45
933,2.6250586986541746,0.8388308546957975,0.004329299926757813,0.0016462178263322977,relu,0.0028363422099018753,1122,False,"(50, 50)",constant,0.034722692660570896,5000,50,69,adam,0.0002895782366861687,0.2,"{'activation': 'relu', 'alpha': 0.0028363422099018753, 'batch_size': 1122, 'early_stopping': False, 'hidden_layer_sizes': (50, 50), 'learning_rate': 'constant', 'learning_rate_init': 0.034722692660570896, 'max_iter': 5000, 'n_iter_no_change': 50, 'random_state': 69, 'solver': 'adam', 'tol': 0.0002895782366861687, 'validation_fraction': 0.2}",0.8240165631469979,0.8385093167701864,0.8112033195020747,0.8132780082987552,0.8568464730290456,0.8287707361494119,0.017054781491970424,46
150,1.7853745937347412,0.2604855410603268,0.0041674613952636715,6.94171732793042e-05,tanh,0.007060580442570568,1666,False,"(50, 50)",constant,0.008831263307674374,5000,25,69,adam,0.0005554277588791441,0.2,"{'activation': 'tanh', 'alpha': 0.007060580442570568, 'batch_size': 1666, 'early_stopping': False, 'hidden_layer_sizes': (50, 50), 'learning_rate': 'constant', 'learning_rate_init': 0.008831263307674374, 'max_iter': 5000, 'n_iter_no_change': 25, 'random_state': 69, 'solver': 'adam', 'tol': 0.0005554277588791441, 'validation_fraction': 0.2}",0.8240165631469979,0.782608695652174,0.8485477178423236,0.8360995850622407,0.8464730290456431,0.8275491181498758,0.0241009817068698,47
95,11.2743586063385,2.953835767204017,0.006346988677978516,0.0011553992368752049,relu,0.005779421436120861,1603,False,"(500,)",invscaling,0.03197669123799812,5000,50,69,adam,0.00037357204104245776,0.2,"{'activation': 'relu', 'alpha': 0.005779421436120861, 'batch_size': 1603, 'early_stopping': False, 'hidden_layer_sizes': (500,), 'learning_rate': 'invscaling', 'learning_rate_init': 0.03197669123799812, 'max_iter': 5000, 'n_iter_no_change': 50, 'random_state': 69, 'solver': 'adam', 'tol': 0.00037357204104245776, 'validation_fraction': 0.2}",0.8178053830227743,0.7929606625258799,0.8692946058091287,0.8132780082987552,0.8443983402489627,0.8275473999811,0.02653883276843827,48
495,13.873359060287475,1.1168563416993538,0.00559086799621582,0.0006877567881773962,logistic,0.00548997430453335,1482,False,"(100, 100)",adaptive,0.02310813871395112,5000,25,69,sgd,0.0003217749907619798,0.2,"{'activation': 'logistic', 'alpha': 0.00548997430453335, 'batch_size': 1482, 'early_stopping': False, 'hidden_layer_sizes': (100, 100), 'learning_rate': 'adaptive', 'learning_rate_init': 0.02310813871395112, 'max_iter': 5000, 'n_iter_no_change': 25, 'random_state': 69, 'solver': 'sgd', 'tol': 0.0003217749907619798, 'validation_fraction': 0.2}",0.8198757763975155,0.8012422360248447,0.8402489626556017,0.8195020746887967,0.8568464730290456,0.8275431045591608,0.019158851749635507,49
573,1.9291855812072753,0.44900296269498274,0.003959846496582031,0.001521439011602458,relu,0.00018973638636975978,420,False,"(200,)",constant,0.034130090804909044,5000,25,69,adam,0.00042804354077161495,0.2,"{'activation': 'relu', 'alpha': 0.00018973638636975978, 'batch_size': 420, 'early_stopping': False, 'hidden_layer_sizes': (200,), 'learning_rate': 'constant', 'learning_rate_init': 0.034130090804909044, 'max_iter': 5000, 'n_iter_no_change': 25, 'random_state': 69, 'solver': 'adam', 'tol': 0.00042804354077161495, 'validation_fraction': 0.2}",0.8178053830227743,0.8074534161490683,0.8402489626556017,0.8340248962655602,0.8381742738589212,0.8275413863903852,0.012766307224460009,50
