,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_criterion,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,param_random_state,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
6991,0.3878303527832031,0.018259771324742477,0.016328191757202147,0.003999946833494964,False,gini,,10,20,80,69,"{'bootstrap': False, 'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 10, 'min_samples_split': 20, 'n_estimators': 80, 'random_state': 69}",0.9132231404958677,0.8801652892561983,0.9087136929460581,0.8962655601659751,0.8796680497925311,0.9377593360995851,0.9128630705394191,0.9004149377593361,0.9087136929460581,0.9253112033195021,0.9063097973320531,0.017266667698157642,38
6767,0.4215782642364502,0.02236996995030496,0.017374277114868164,0.002699409403193679,False,gini,12,10,20,90,69,"{'bootstrap': False, 'criterion': 'gini', 'max_depth': 12, 'min_samples_leaf': 10, 'min_samples_split': 20, 'n_estimators': 90, 'random_state': 69}",0.9173553719008265,0.8760330578512396,0.921161825726141,0.9004149377593361,0.8962655601659751,0.9253112033195021,0.9128630705394191,0.8921161825726142,0.9004149377593361,0.921161825726141,0.9063097973320531,0.015018968420511127,38
6758,0.44648160934448244,0.08088404823780038,0.018569183349609376,0.0032961814867002257,False,gini,12,10,10,90,69,"{'bootstrap': False, 'criterion': 'gini', 'max_depth': 12, 'min_samples_leaf': 10, 'min_samples_split': 10, 'n_estimators': 90, 'random_state': 69}",0.9173553719008265,0.8760330578512396,0.921161825726141,0.9004149377593361,0.8962655601659751,0.9253112033195021,0.9128630705394191,0.8921161825726142,0.9004149377593361,0.921161825726141,0.9063097973320531,0.015018968420511127,38
6981,0.36210923194885253,0.012261717691197743,0.01521146297454834,0.0035288420494829767,False,gini,,10,10,70,69,"{'bootstrap': False, 'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 10, 'min_samples_split': 10, 'n_estimators': 70, 'random_state': 69}",0.9090909090909091,0.871900826446281,0.9045643153526971,0.9004149377593361,0.8838174273858921,0.9253112033195021,0.91701244813278,0.9004149377593361,0.9128630705394191,0.9336099585062241,0.9059000034292378,0.017413583936205956,42
6990,0.3493678569793701,0.0174223816078242,0.01677658557891846,0.004205299407811501,False,gini,,10,20,70,69,"{'bootstrap': False, 'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 10, 'min_samples_split': 20, 'n_estimators': 70, 'random_state': 69}",0.9090909090909091,0.871900826446281,0.9045643153526971,0.9004149377593361,0.8838174273858921,0.9253112033195021,0.91701244813278,0.9004149377593361,0.9128630705394191,0.9336099585062241,0.9059000034292378,0.017413583936205956,42
6980,0.30699522495269777,0.009284316407449032,0.012725520133972167,0.002990367215919721,False,gini,,10,10,60,69,"{'bootstrap': False, 'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 10, 'min_samples_split': 10, 'n_estimators': 60, 'random_state': 69}",0.9132231404958677,0.8760330578512396,0.9087136929460581,0.8962655601659751,0.8796680497925311,0.9377593360995851,0.9253112033195021,0.9004149377593361,0.9045643153526971,0.91701244813278,0.9058965741915573,0.018115423232862513,44
6989,0.30450265407562255,0.020222525603468246,0.013647031784057618,0.0035208181788076724,False,gini,,10,20,60,69,"{'bootstrap': False, 'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 10, 'min_samples_split': 20, 'n_estimators': 60, 'random_state': 69}",0.9132231404958677,0.8760330578512396,0.9087136929460581,0.8962655601659751,0.8796680497925311,0.9377593360995851,0.9253112033195021,0.9004149377593361,0.9045643153526971,0.91701244813278,0.9058965741915573,0.018115423232862513,44
5201,0.5000991344451904,0.032208937427236455,0.021797990798950194,0.0037605379997271648,False,entropy,,10,30,90,69,"{'bootstrap': False, 'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 10, 'min_samples_split': 30, 'n_estimators': 90, 'random_state': 69}",0.9173553719008265,0.8801652892561983,0.91701244813278,0.8962655601659751,0.8879668049792531,0.9336099585062241,0.9128630705394191,0.9004149377593361,0.9004149377593361,0.9128630705394191,0.9058931449538768,0.015021288723896341,46
5175,0.08916950225830078,0.02032810757100246,0.006174039840698242,0.0031079202677190675,False,entropy,,10,10,10,69,"{'bootstrap': False, 'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 10, 'min_samples_split': 10, 'n_estimators': 10, 'random_state': 69}",0.9090909090909091,0.8801652892561983,0.9004149377593361,0.8921161825726142,0.8713692946058091,0.9336099585062241,0.91701244813278,0.9128630705394191,0.9087136929460581,0.9253112033195021,0.9050666986728851,0.018445830992706174,47
5184,0.0879873514175415,0.03106078435750971,0.007056188583374023,0.004976469921872197,False,entropy,,10,20,10,69,"{'bootstrap': False, 'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 10, 'min_samples_split': 20, 'n_estimators': 10, 'random_state': 69}",0.9090909090909091,0.8801652892561983,0.9004149377593361,0.8921161825726142,0.8713692946058091,0.9336099585062241,0.91701244813278,0.9128630705394191,0.9087136929460581,0.9253112033195021,0.9050666986728851,0.018445830992706174,47
6755,0.29069759845733645,0.023076850323200594,0.015213513374328613,0.004297066376772636,False,gini,12,10,10,60,69,"{'bootstrap': False, 'criterion': 'gini', 'max_depth': 12, 'min_samples_leaf': 10, 'min_samples_split': 10, 'n_estimators': 60, 'random_state': 69}",0.9173553719008265,0.8801652892561983,0.921161825726141,0.8921161825726142,0.8838174273858921,0.9253112033195021,0.9087136929460581,0.8962655601659751,0.9045643153526971,0.921161825726141,0.9050632694352047,0.015521914037547194,49
4961,0.21209540367126464,0.04778810919178639,0.008207178115844727,0.004181371618782887,False,entropy,12,10,20,30,69,"{'bootstrap': False, 'criterion': 'entropy', 'max_depth': 12, 'min_samples_leaf': 10, 'min_samples_split': 20, 'n_estimators': 30, 'random_state': 69}",0.9132231404958677,0.8842975206611571,0.9128630705394191,0.8921161825726142,0.8962655601659751,0.921161825726141,0.9045643153526971,0.8962655601659751,0.9087136929460581,0.921161825726141,0.9050632694352047,0.011886819281994589,49
