,rank,ht,age,tourPlayed,maxAceSvpt,avgDfSvpt,1sv2svWon,bpS_bpF,win_ratio
1888,1183.0,186.54,24.0,3,1.28,0.32,56.85,64.69,20.0
1889,669.0,178.0,29.0,11,2.36,1.61,56.09,44.98,7.69
1890,775.22,186.54,23.0,2,1.08,4.13,60.72,57.29,66.67
1891,808.0,186.54,24.0,31,7.16,5.25,60.82,53.77,43.06
1892,642.0,173.92,20.0,5,0.74,4.78,51.67,34.3,0.0
1893,1165.0,173.92,25.0,3,0.75,12.58,50.3,32.98,37.5
1894,1245.11,186.54,20.0,10,2.58,3.6,55.04,49.85,33.33
1895,268.0,173.92,25.0,18,3.78,4.91,47.74,44.53,42.0
1896,1017.0,186.54,25.0,25,4.56,3.11,56.2,49.68,31.15
1897,110.0,182.0,19.0,21,8.55,7.63,55.77,52.22,46.3
1898,775.0,173.92,21.0,10,1.35,6.3,47.66,45.76,27.27
1899,1079.0,173.92,20.0,4,0.48,5.56,47.61,45.38,20.0
1900,458.0,173.92,29.0,42,2.8,8.55,48.65,40.41,40.87
1901,130.0,173.92,20.0,26,3.29,5.8,57.28,52.82,53.16
1902,675.0,173.92,24.0,5,0.41,5.72,47.51,43.35,16.67
1903,371.0,173.92,24.0,10,0.66,5.31,49.77,39.31,21.74
1904,998.0,173.92,15.0,6,0.13,6.66,55.65,51.99,28.57
1905,294.0,173.92,27.0,52,3.74,4.51,53.18,48.59,45.4
1906,404.0,186.54,30.0,37,4.89,3.17,57.2,50.91,44.44
1907,473.0,186.54,21.0,6,2.26,5.71,56.82,46.69,40.0
1908,1034.0,186.54,27.0,6,2.63,8.5,56.81,54.84,0.0
1909,886.0,173.92,26.0,13,1.48,9.31,48.46,42.91,27.27
1910,323.0,182.0,30.0,49,7.05,4.82,57.07,50.7,48.39
1911,536.0,186.54,20.0,4,0.59,4.93,54.71,40.27,20.0
1912,1202.0,173.0,30.0,23,1.43,5.67,59.38,50.58,59.7
1913,880.17,173.92,19.0,4,0.37,5.62,37.25,42.98,0.0
1914,127.0,193.0,29.0,79,7.7,3.56,61.42,56.15,58.8
1915,1742.0,186.54,31.0,22,1.71,5.18,55.49,48.92,39.02
1916,291.0,185.0,31.0,79,4.21,3.21,59.11,55.74,53.93
1917,595.0,186.54,32.0,49,3.63,4.67,58.02,51.49,30.0
1918,1404.0,186.54,27.0,13,1.19,10.53,56.22,45.14,40.91
1919,1821.0,186.54,26.0,36,1.43,4.08,55.97,46.41,47.06
1920,1056.0,186.54,26.0,19,4.16,4.45,60.01,54.21,48.08
1921,425.0,180.0,33.0,31,11.83,5.49,54.37,47.44,38.46
1922,1262.0,186.54,19.0,2,0.72,0.39,48.51,14.21,40.0
1923,964.0,186.54,25.0,25,3.16,3.15,55.31,47.93,30.0
1924,565.0,180.0,37.0,40,8.35,4.52,61.53,53.08,62.99
1925,319.95,173.92,30.0,16,1.56,6.94,47.48,42.88,20.0
1926,1111.0,186.54,19.0,23,2.73,3.52,58.18,48.85,47.27
1927,871.0,173.92,30.0,33,4.71,5.67,53.31,50.28,45.22
1928,711.0,173.92,23.0,5,1.18,5.56,46.65,43.79,27.27
1929,203.0,173.92,20.0,7,5.87,5.38,49.67,54.09,0.0
1930,1418.0,186.54,26.0,6,2.22,4.67,63.48,47.51,57.89
1931,82.0,170.0,25.0,75,4.84,2.3,58.98,54.22,58.27
1932,245.0,186.54,23.0,53,13.93,6.38,59.19,56.44,56.49
1933,1586.0,186.54,23.0,6,2.03,6.82,52.02,47.67,22.22
1934,406.33,186.54,20.0,11,3.45,3.12,65.3,62.92,58.33
1935,143.0,173.92,26.0,44,4.99,7.83,55.51,49.5,50.74
1936,373.0,186.54,21.0,15,1.63,3.59,58.3,53.97,31.82
1937,362.0,186.54,22.0,6,3.53,6.19,57.89,55.84,38.89
1938,1165.0,186.54,25.0,11,2.8,3.33,54.25,49.84,24.0
1939,326.0,173.92,30.0,15,2.35,4.27,54.81,48.33,26.09
1940,575.5,186.54,20.0,3,1.68,2.91,51.15,32.67,16.67
1941,790.64,186.54,32.0,4,1.49,3.81,60.12,56.56,27.27
1942,137.0,173.0,32.0,83,10.57,3.27,59.21,55.97,53.0
1943,1035.0,183.0,28.0,45,2.64,4.62,58.26,53.65,62.4
1944,603.0,186.54,21.0,4,0.84,2.64,56.17,39.42,41.67
1945,260.0,173.92,20.0,10,5.35,4.13,50.62,45.16,33.33
1946,228.0,173.92,21.0,4,0.83,6.64,44.14,51.32,20.0
1947,411.0,186.54,23.0,41,5.03,3.7,59.65,50.85,53.95
1948,1186.29,186.54,22.0,5,0.28,2.02,57.11,50.35,28.57
1949,-1.0,173.92,21.0,6,0.05,6.74,56.88,59.72,83.33
1950,525.0,186.54,23.0,43,4.64,4.3,57.45,47.44,39.09
1951,770.94,186.54,26.0,9,1.4,4.54,58.93,44.53,37.5
1952,428.0,186.54,20.0,15,2.89,3.78,57.59,54.73,50.0
1953,635.0,173.92,27.0,3,0.0,2.63,47.51,36.44,20.0
1954,472.13,186.54,32.0,26,1.88,4.6,58.14,55.19,56.57
1955,646.0,173.92,25.0,20,4.05,7.85,51.87,42.26,40.91
1956,439.0,186.54,18.0,8,1.91,2.68,57.26,55.45,46.67
1957,405.0,186.54,19.0,10,2.6,4.1,55.0,53.67,31.25
1958,138.0,186.54,24.0,87,6.54,3.52,59.29,52.97,51.76
1959,607.0,186.54,29.0,54,9.31,4.97,60.55,59.21,52.81
1960,773.0,186.54,21.0,7,1.76,3.04,58.67,33.07,28.57
1961,1126.2,186.54,23.0,3,0.99,3.27,53.3,61.41,40.0
1962,436.0,186.54,21.0,5,2.12,8.39,41.67,44.49,16.67
1963,235.0,193.0,24.0,53,7.25,3.14,59.93,55.16,48.0
1964,1567.0,186.54,21.0,10,2.88,5.66,50.88,39.98,15.38
1965,1226.0,186.54,22.0,28,2.21,3.77,53.98,53.27,37.66
1966,191.0,186.54,22.0,25,2.75,2.99,62.2,56.99,63.64
1967,611.0,173.92,22.0,8,2.33,4.63,56.17,56.24,47.06
1968,435.0,173.92,16.0,6,1.47,9.59,40.77,36.56,14.29
1969,347.0,186.54,21.0,34,2.54,3.56,56.34,51.41,54.65
1970,473.0,173.92,31.0,6,0.74,7.24,43.6,41.47,14.29
