,name,ioc,sex,hand,rank,ht,age,tourPlayed,maxAceSvpt,avgDfSvpt,1sv2svWon,bpS_bpF,win_ratio
1534,Ricardo Ojeda Lara,ESP,m,R,587.0,186.54,26.0,46,2.29,2.91,55.48,49.54,45.16
1535,Ricardo Rodriguez,VEN,m,R,633.0,186.54,28.0,25,3.23,2.56,59.15,54.77,53.85
1536,Ricardo Urzua Rivera,CHI,m,R,986.5,186.54,28.0,3,0.0,9.1,46.72,51.01,25.0
1537,Riccardo Balzerani,ITA,m,R,527.0,186.54,22.0,14,2.31,5.3,54.68,52.49,26.92
1538,Riccardo Bellotti,ITA,m,R,313.72,186.54,27.0,28,1.1,4.09,55.55,50.51,40.74
1539,Riccardo Bonadio,ITA,m,U,288.0,186.54,28.0,62,4.16,3.25,58.99,57.35,48.17
1540,Riccardo Ghedin,ITA,m,R,668.3,188.0,31.0,24,4.52,5.67,58.27,48.99,46.0
1541,Riccardo Maiga,SUI,m,R,1064.0,186.54,28.0,3,1.84,9.99,59.13,36.19,33.33
1542,Richard Gabb,GBR,m,R,592.83,186.54,25.0,3,2.18,2.44,63.16,55.38,50.0
1543,Richard Muzaev,RUS,m,R,1916.0,186.54,25.0,5,1.76,3.7,59.93,47.64,58.33
1544,Richel Hogenkamp,NED,f,R,233.0,173.92,29.0,34,4.1,5.06,52.15,47.29,41.38
1545,Rigele Te,CHN,m,U,1618.0,186.54,21.0,17,3.81,5.4,57.08,53.29,25.71
1546,Riko Sawayanagi,JPN,f,R,1084.0,173.92,22.0,9,0.82,8.27,49.02,51.16,25.0
1547,Rinky Hijikata,AUS,m,U,426.0,186.54,19.0,5,3.48,3.03,60.49,61.95,25.0
1548,Rio Noguchi,JPN,m,U,455.0,186.54,21.0,13,1.54,2.46,55.67,45.8,30.43
1549,Risa Ozaki,JPN,f,R,476.0,173.92,25.0,37,1.91,2.91,52.25,47.71,40.22
1550,Riya Bhatia,IND,f,R,391.0,173.92,23.0,5,1.71,12.69,46.44,46.65,16.67
1551,Robert Galloway,USA,m,R,1037.0,186.54,28.0,11,1.33,5.78,53.26,48.76,35.29
1552,Robert Quentin,FRA,m,R,582.0,186.54,25.0,6,1.37,11.04,52.83,55.37,22.22
1553,Roberta Vinci,ITA,f,R,38.83,163.0,35.0,30,4.33,2.51,53.59,49.47,46.46
1554,Roberto Bautista Agut,ESP,m,R,20.0,183.0,33.0,49,8.19,2.59,63.3,58.48,65.45
1555,Roberto Carballes Baena,ESP,m,R,79.0,183.0,28.0,105,5.86,3.95,58.38,53.72,56.0
1556,Roberto Cid,DOM,m,R,277.0,186.54,27.0,69,2.93,5.07,55.2,49.09,40.88
1557,Roberto Marcora,ITA,m,R,201.0,186.54,31.0,94,7.07,3.48,60.47,58.1,52.85
1558,Roberto Maytin,VEN,m,R,-1.0,186.54,30.0,7,0.56,10.22,52.2,42.12,0.0
1559,Roberto Ortega Olmedo,ESP,m,U,324.0,186.54,30.0,82,2.4,5.0,56.78,49.06,39.08
1560,Roberto Quiroz,ECU,m,L,289.0,186.54,29.0,92,6.09,3.56,60.43,57.65,49.01
1561,Robin Anderson,USA,f,R,196.0,173.92,28.0,13,5.82,2.74,53.24,54.16,40.74
1562,Robin Haase,NED,m,R,230.0,190.0,34.0,77,12.73,4.14,61.26,53.72,48.75
1563,Robin Kern,GER,m,R,482.86,186.54,25.0,14,2.31,6.84,59.2,61.16,46.43
1564,Robin Montgomery,USA,f,U,375.0,173.92,16.0,5,4.01,8.53,47.17,38.42,16.67
1565,Robin Stanek,CZE,m,L,687.0,186.54,24.0,29,2.97,3.45,59.16,54.91,43.75
1566,Rodrigo Arus,URU,m,U,178.71,186.54,23.0,3,2.09,9.29,54.66,59.36,42.86
1567,Roger Federer,SUI,m,R,15.0,185.0,39.0,22,12.54,2.16,71.26,67.06,83.41
1568,Rogerio Dutra Silva,BRA,m,R,623.0,178.0,35.0,71,10.51,4.53,59.58,53.6,55.56
1569,Romain Arneodo,FRA,m,R,681.93,186.54,28.0,14,2.22,2.41,57.77,48.17,33.33
1570,Romain Barbosa,POR,m,R,517.06,186.54,24.0,8,1.25,3.33,54.95,52.63,38.89
1571,Romain Jouan,FRA,m,R,698.57,183.0,32.0,7,3.64,3.01,64.2,60.86,56.52
1572,Roman Hassanov,KAZ,m,R,921.04,186.54,22.0,8,1.32,6.24,55.33,43.61,33.33
1573,Roman Jebavy,CZE,m,R,1173.85,186.54,29.0,11,0.85,4.63,55.51,56.61,40.0
1574,Roman Safiullin,RUS,m,R,155.0,186.54,24.0,63,5.94,4.63,60.69,59.52,52.2
1575,Romina Oprandi,SUI,f,R,87.83,173.92,33.0,5,0.16,2.31,50.03,54.9,16.67
1576,Ronald Slobodchikov,RUS,m,R,501.0,186.54,27.0,24,1.67,6.94,53.09,47.1,29.73
1577,Ronnie Schneider,USA,m,U,729.93,186.54,24.0,12,1.46,4.17,59.33,57.63,44.83
1578,Roy Sarut De Valk,NED,m,U,1916.0,186.54,26.0,2,1.34,8.36,43.19,32.09,20.0
1579,Roy Smith,USA,m,U,612.0,186.54,22.0,35,7.02,5.71,58.98,58.03,32.31
1580,Ruan Roelofse,RSA,m,R,786.0,186.54,30.0,34,8.81,4.89,64.42,54.98,48.96
1581,Ruben Bemelmans,BEL,m,L,221.0,186.54,33.0,92,8.93,4.09,61.64,55.16,49.05
1582,Ruben Gonzales,PHI,m,R,567.48,186.54,32.0,14,3.76,4.56,60.59,50.4,48.0
1583,Ruben Ramirez Hidalgo,ESP,m,R,202.86,183.0,41.0,41,2.63,5.17,57.53,57.3,52.27
1584,Rudolf Molleker,GER,m,R,381.0,186.54,20.0,53,11.47,5.15,59.31,56.87,40.98
1585,Rui Xuan Wang,CHN,m,U,719.08,186.54,28.0,8,1.42,7.9,47.39,48.9,8.33
1586,Ruikai Wang,CHN,m,U,854.69,186.54,26.0,10,2.03,8.33,52.0,43.46,18.75
1587,Runhao Hua,CHN,m,R,1058.0,186.54,23.0,11,3.72,3.8,58.73,57.7,31.82
1588,Rutuja Bhosale,IND,f,R,488.0,173.92,23.0,6,0.3,5.09,47.5,36.34,42.86
1589,Ryan Harrison,USA,m,R,449.0,183.0,29.0,53,14.46,4.87,60.94,56.02,50.0
1590,Ryan Haviland,USA,m,U,867.04,186.54,36.0,10,2.58,8.95,59.72,60.53,53.57
1591,Ryan James Storrie,GBR,m,R,785.0,186.54,19.0,4,0.82,4.56,58.56,48.84,16.67
1592,Ryan Nijboer,NED,m,U,622.0,186.54,21.0,3,1.34,8.83,54.6,55.05,14.29
1593,Ryan Peniston,GBR,m,U,306.0,186.54,25.0,26,4.68,4.36,58.47,52.58,48.21
1594,Ryan Shane,USA,m,U,973.0,186.54,26.0,23,11.56,11.83,58.65,50.27,42.86
1595,Ryota Tanuma,JPN,m,U,630.0,186.54,24.0,10,1.41,2.66,57.18,53.78,35.0
1596,Sabina Sharipova,UZB,f,R,474.0,173.92,25.0,30,1.08,8.12,49.31,44.87,47.83
1597,Sabine Lisicki,GER,f,R,1129.0,178.0,31.0,40,10.7,8.67,53.63,50.57,43.0
1598,Sabrina Santamaria,USA,f,R,477.0,173.92,25.0,8,0.15,4.52,49.77,34.27,33.33
1599,Sachia Vickery,USA,f,R,225.0,173.92,26.0,46,2.58,5.0,51.25,46.69,48.05
1600,Sadio Doumbia,FRA,m,U,510.0,186.54,30.0,73,4.48,5.32,58.91,53.74,45.34
1601,Sagadat Ayap,KAZ,m,U,1308.0,186.54,25.0,8,2.44,5.85,49.88,38.87,0.0
1602,Saidalo Saidkarimov,UZB,m,U,1174.0,186.54,21.0,4,1.04,5.01,59.59,56.2,37.5
1603,Saketh Myneni,IND,m,R,559.0,186.54,32.0,40,7.29,3.68,61.64,59.63,56.3
1604,Salvatore Caruso,ITA,m,R,142.0,185.0,28.0,92,5.28,3.27,59.25,53.1,51.9
1605,Sam Barry,IRL,m,R,349.44,186.54,26.0,32,2.61,4.34,59.9,50.62,40.74
1606,Sam Riffice,USA,m,U,528.0,186.54,22.0,10,13.0,3.68,58.47,56.72,42.11
1607,Sam Taylor,SWE,m,U,1693.0,186.54,20.0,2,0.95,5.18,62.49,52.3,50.0
1608,Samantha Crawford,USA,f,R,121.11,173.92,22.0,19,4.74,7.29,53.35,53.06,46.67
1609,Samantha Murray,GBR,f,R,258.0,173.92,33.0,11,3.15,7.45,49.95,46.64,25.0
1610,Samantha Stosur,AUS,f,R,369.0,172.0,37.0,48,9.29,6.08,55.45,52.32,46.8
1611,Sami Reinwein,GER,m,U,643.12,186.54,26.0,9,2.79,5.85,59.94,60.1,37.5
1612,Samuel Bensoussan,FRA,m,U,434.2,186.54,26.0,3,0.59,2.04,45.35,38.05,40.0
1613,Samuel Monette,CAN,m,L,568.77,186.54,24.0,9,1.36,5.4,55.68,51.23,42.31
1614,Samuele Ramazzotti,ITA,m,R,1147.0,186.54,20.0,3,3.19,5.46,54.82,51.95,33.33
1615,San Hui Sin,KOR,m,U,1326.0,186.54,22.0,3,1.08,4.44,44.63,41.54,20.0
1616,Sanam Singh,IND,m,R,406.94,186.54,28.0,10,3.39,5.88,57.24,47.88,33.33
1617,Sanaz Marand,USA,f,L,691.0,173.92,30.0,5,1.31,3.24,55.09,47.0,44.44
1618,Sanchai Ratiwatana,THA,m,R,-1.0,175.0,35.0,5,1.14,3.69,58.52,53.99,16.67
1619,Sander Arends,NED,m,U,1518.0,186.54,29.0,8,1.64,8.5,53.67,43.47,27.27
1620,Sander Gille,BEL,m,R,811.18,186.54,28.0,8,10.18,2.62,63.87,54.67,41.18
1621,Sandro Ehrat,SUI,m,R,419.0,180.0,30.0,22,9.66,2.52,60.67,56.15,39.53
1622,Sanetulla Kutybaev,UZB,m,U,1998.0,186.54,20.0,5,1.9,9.5,49.64,38.55,12.5
1623,Sanjar Fayziev,UZB,m,U,550.0,186.54,26.0,26,2.6,3.94,56.37,53.21,28.07
1624,Santiago Fa Rodriguez Taverna,ARG,m,R,357.0,186.54,20.0,3,0.49,7.25,51.12,44.91,37.5
1625,Santiago Giraldo,COL,m,R,577.0,188.0,32.0,66,5.73,3.18,60.34,54.97,51.14
1626,Santiago Gonzalez,MEX,m,R,-1.0,190.0,34.0,3,0.85,7.6,53.93,47.6,40.0
1627,Sara Amiri,SWE,f,U,-1.0,173.92,20.0,5,0.16,25.52,46.08,27.56,33.33
1628,Sara Errani,ITA,f,R,117.0,164.0,34.0,57,0.93,4.14,49.21,47.37,50.24
1629,Sara Mansoor,PAK,f,R,-1.0,173.92,30.0,5,0.05,7.99,46.28,36.9,40.0
1630,Sara Sorribes Tormo,ESP,f,R,37.0,176.0,24.0,66,2.54,9.05,47.98,44.03,50.64
1631,Sara Tomic,AUS,f,R,801.0,173.92,20.0,4,2.7,4.48,49.42,48.31,22.22
1632,Sarah Beth Askew,GBR,f,L,444.0,173.92,25.0,5,1.43,6.06,48.86,48.75,12.5
1633,Sardor Pulatov,UZB,m,R,-1.0,186.54,29.0,5,0.8,6.68,56.72,57.89,14.29
1634,Sarp Agabigun,TUR,m,R,854.0,186.54,23.0,9,1.76,5.28,50.55,44.55,6.25
1635,Sasi Kumar Mukund,IND,m,R,392.0,186.54,24.0,59,7.36,3.71,59.16,51.99,43.12
1636,Sathi Reddy,IND,m,R,1735.2,186.54,27.0,5,0.58,11.15,31.15,34.91,0.0
1637,Savino Lapalombella,ITA,m,U,-1.0,186.54,39.0,2,0.52,8.48,28.74,31.07,0.0
1638,Savriyan Danilov,RUS,m,R,723.0,186.54,20.0,4,2.22,6.62,47.62,45.59,33.33
1639,Scott Griekspoor,NED,m,R,903.0,186.54,28.0,39,5.87,5.28,60.61,61.38,44.87
1640,Scott Puodziunas,AUS,m,U,1196.0,186.54,28.0,6,1.82,3.96,59.69,57.66,43.48
1641,Sebastian Baez,ARG,m,R,112.0,186.54,20.0,18,1.35,1.95,57.4,54.89,68.0
1642,Sebastian Fanselow,GER,m,U,441.0,186.54,29.0,33,3.5,6.74,57.86,54.11,51.43
1643,Sebastian Korda,USA,m,R,38.0,196.0,21.0,51,7.72,4.06,59.62,57.25,57.46
1644,Sebastian Ofner,AUT,m,R,157.0,186.54,25.0,96,9.57,4.79,60.84,52.79,50.0
1645,Sebastian Prechtel,GER,m,U,752.0,186.54,23.0,5,2.75,5.85,55.72,53.76,37.5
1646,Sebastian Serrano,COL,m,U,368.25,186.54,29.0,5,0.67,5.52,55.68,44.09,37.5
1647,Sebastien Boltz,FRA,m,R,1586.0,186.54,23.0,4,0.53,3.22,58.18,46.22,50.0
1648,Sefa Suluoglu,TUR,m,U,1438.33,186.54,22.0,2,0.33,8.85,50.76,36.34,33.33
1649,Sekou Bangoura,USA,m,R,452.0,186.54,29.0,55,6.79,3.63,60.81,58.15,45.28
1650,Sem Verbeek,NED,m,L,934.0,186.54,27.0,25,5.19,4.23,59.47,51.87,44.0
1651,Seone Mendez,AUS,f,U,208.0,173.92,22.0,4,1.37,4.07,46.63,60.02,55.56
1652,Seong Chan Hong,KOR,m,R,602.0,186.54,21.0,11,2.51,3.66,57.27,49.67,20.83
1653,Seong Gook Oh,KOR,m,R,1358.0,186.54,26.0,4,1.52,7.01,49.61,45.95,25.0
1654,Serena Williams,USA,f,R,41.0,175.0,39.0,17,13.6,5.35,62.89,56.9,80.27
1655,Sergey Betov,BLR,m,R,621.57,186.54,31.0,24,2.54,4.43,59.42,48.45,51.47
1656,Sergey Fomin,UZB,m,R,703.0,186.54,20.0,10,2.56,5.43,55.58,50.73,29.17
1657,Sergio Galdos,PER,m,R,1205.0,186.54,31.0,11,1.6,4.79,55.08,52.06,31.58
1658,Sergio Gutierrez Ferrol,ESP,m,R,1320.0,186.54,30.0,25,6.5,6.78,53.5,48.64,45.83
1659,Sergio Luis Hernandez Ramirez,COL,m,R,1388.0,186.54,18.0,3,1.15,6.13,49.99,34.25,20.0
1660,Sergio Martos Gornes,ESP,m,U,1207.0,186.54,26.0,10,3.25,11.31,46.83,39.47,6.25
1661,Sergiy Stakhovsky,UKR,m,R,229.0,193.0,35.0,90,10.4,3.81,63.37,56.58,50.93
1662,Sesil Karatantcheva,KAZ,f,R,942.0,171.0,29.0,23,5.63,9.76,51.9,47.64,42.11
1663,Shalva Dzhanashia,RUS,m,L,1006.0,186.54,27.0,17,0.81,8.18,52.76,48.42,36.36
1664,Shao Fan Liu,TPE,m,U,1366.0,186.54,21.0,2,2.39,2.84,66.01,54.9,50.0
1665,Sharobiddin Abzalov,UZB,m,U,900.89,186.54,21.0,7,2.49,9.28,54.32,43.06,16.67
1666,Shelby Rogers,USA,f,R,40.0,175.0,28.0,49,9.17,3.88,57.28,51.82,49.39
1667,Sheng Hao Zhou,CHN,m,U,2084.0,186.54,20.0,7,0.99,2.93,54.1,44.82,27.27
1668,Sherazad Reix,FRA,f,L,1430.0,173.92,29.0,6,1.14,6.32,55.6,61.54,40.0
1669,Shi Hong Zeng,CHN,m,U,1584.0,186.54,21.0,7,0.85,5.73,49.64,53.18,11.11
1670,Shiho Akita,JPN,f,R,395.0,173.92,31.0,6,2.11,8.28,53.4,54.91,14.29
1671,Shilin Xu,CHN,f,R,513.0,173.92,21.0,17,4.34,6.17,51.82,44.44,38.1
1672,Shinji Hazawa,JPN,m,R,962.0,186.54,20.0,4,4.49,3.32,61.06,60.52,42.86
1673,Shinta Fujii,JPN,m,U,1254.43,186.54,29.0,4,1.0,4.84,54.71,50.95,28.57
1674,Shintaro Imai,JPN,m,U,369.0,186.54,26.0,17,6.72,4.96,58.27,46.95,40.43
1675,Shintaro Mochizuki,JPN,m,R,393.0,186.54,18.0,8,1.4,7.87,49.8,51.84,42.86
1676,Sho Katayama,JPN,m,U,1337.0,186.54,28.0,3,1.68,2.92,61.14,45.3,50.0
1677,Sho Shimabukuro,JPN,m,U,523.0,186.54,22.0,6,3.77,4.6,60.81,67.22,52.38
1678,Shohruh Abdumalikov,UZB,m,R,-1.0,186.54,20.0,6,3.45,8.16,49.94,49.17,11.11
1679,Shuai Peng,CHN,f,R,251.0,173.0,34.0,36,4.72,2.75,54.62,52.05,51.88
1680,Shuai Zhang,CHN,f,R,58.0,177.0,32.0,61,5.25,3.88,53.63,51.04,53.82
1681,Shuichi Sekiguchi,JPN,m,R,400.0,186.54,30.0,47,2.7,3.53,58.45,53.87,49.66
1682,Shuko Aoyama,JPN,f,R,349.02,173.92,32.0,25,0.29,7.0,47.42,44.75,33.33
1683,Shunrou Takeshima,JPN,m,U,1742.0,186.54,27.0,2,0.37,3.55,55.43,63.46,50.0
1684,Shuyue Ma,CHN,f,R,532.0,173.92,20.0,10,1.95,4.77,47.67,36.44,27.78
1685,Siddharth Vishwakarma,IND,m,U,1443.0,186.54,25.0,4,4.76,4.77,58.42,49.97,28.57
1686,Sidharth Rawat,IND,m,U,574.0,186.54,26.0,28,5.91,2.21,59.83,51.73,48.39
1687,Silvia Soler Espinosa,ESP,f,R,167.04,173.92,31.0,31,2.24,3.51,52.47,49.01,44.57
1688,Simon Carr,IRL,m,R,554.0,186.54,21.0,10,1.19,4.05,54.32,49.01,15.38
1689,Simon Navarro,CHI,m,U,1644.17,186.54,25.0,3,0.89,4.87,54.26,46.54,16.67
1690,Simona Halep,ROU,f,R,18.0,168.0,29.0,35,5.18,3.56,56.98,52.82,75.17
1691,Simona Waltert,SUI,f,R,259.0,173.92,20.0,6,1.1,7.83,52.37,50.84,30.0
1692,Simone Bolelli,ITA,m,R,896.0,183.0,33.0,43,8.04,1.63,62.63,56.8,54.78
1693,Skander Mansouri,TUN,m,R,414.0,186.54,26.0,30,7.31,8.2,59.67,57.91,41.38
1694,Sloane Stephens,USA,f,R,63.0,170.0,28.0,44,3.45,2.49,54.56,49.66,58.42
1695,Sofia Kenin,USA,f,R,15.0,170.0,22.0,47,3.9,5.48,55.71,51.98,60.91
1696,Sofia Shapatava,GEO,f,R,291.0,173.92,30.0,17,0.9,4.25,49.33,48.81,33.33
1697,Sofya Lansere,RUS,f,U,322.0,173.92,20.0,5,1.24,11.08,42.19,32.39,20.0
1698,Sofya Zhuk,RUS,f,R,967.0,173.92,19.0,24,3.56,6.84,51.82,47.96,53.12
1699,Soichiro Moritani,JPN,m,R,941.0,186.54,24.0,3,1.13,2.69,54.35,52.32,20.0
1700,Somdev Devvarman,IND,m,R,194.43,180.0,31.0,5,4.07,4.0,60.41,58.73,28.57
1701,Sonchat Ratiwatana,THA,m,R,-1.0,175.0,36.0,6,2.1,3.86,60.42,54.85,14.29
1702,Soon Woo Kwon,KOR,m,R,55.0,180.0,23.0,65,5.98,4.44,61.64,55.7,60.08
1703,Sophia Whittle,USA,f,U,536.0,173.92,23.0,3,1.07,3.07,50.47,58.7,40.0
1704,Sophie Chang,USA,f,U,388.0,173.92,24.0,11,3.42,9.83,54.41,57.81,33.33
1705,Sora Fukuda,JPN,m,L,1094.0,186.54,21.0,5,0.68,3.51,53.25,56.65,38.46
1706,Sorana Cirstea,ROU,f,R,38.0,176.0,31.0,53,6.0,4.21,53.99,48.14,51.52
1707,Soren Hess Olesen,DEN,m,R,503.33,186.54,27.0,4,0.8,1.77,57.66,45.37,33.33
1708,Stefan Kozlov,USA,m,R,247.0,186.54,23.0,64,3.58,7.17,56.94,53.69,53.95
1709,Stefan Skadarka,AUS,m,L,1742.0,186.54,19.0,5,1.66,12.31,51.79,56.67,0.0
1710,Stefanie Tan,SIN,f,R,266.44,173.92,25.0,9,0.23,2.46,53.08,60.08,66.67
1711,Stefanie Voegele,SUI,f,R,116.0,170.0,31.0,55,6.51,3.39,52.63,48.28,48.69
1712,Stefano Napolitano,ITA,m,R,432.0,186.54,26.0,85,14.06,3.15,60.16,54.16,49.39
1713,Stefano Travaglia,ITA,m,R,83.0,185.0,29.0,84,10.67,3.88,61.82,54.44,57.42
1714,Stefanos Tsitsipas,GRE,m,R,3.0,193.0,23.0,70,15.49,2.98,66.32,60.41,66.48
1715,Stephane Robert,FRA,m,R,958.0,185.0,41.0,80,7.19,6.21,56.58,48.89,45.9
1716,Stephanie Vogt,LIE,f,R,226.5,173.92,26.0,8,0.46,3.27,52.09,52.63,30.0
1717,Stephanie Wagner,GER,f,R,316.0,173.92,26.0,6,0.55,5.14,51.18,49.18,40.0
1718,Steve Johnson,USA,m,R,88.0,188.0,31.0,56,13.57,3.7,64.16,60.81,53.9
1719,Steven De Waard,AUS,m,R,997.97,186.54,26.0,10,2.58,5.68,57.31,49.42,34.48
1720,Steven Diez,CAN,m,R,257.0,186.54,30.0,102,3.54,4.16,57.8,56.99,49.22
1721,Storm Sanders,AUS,f,L,120.0,173.92,27.0,19,4.2,5.04,56.21,49.8,58.18
1722,Stuart Parker,GBR,m,R,592.0,186.54,23.0,4,5.82,2.58,66.49,49.6,20.0
1723,Su Jeong Jang,KOR,f,R,275.0,173.92,24.0,27,2.28,5.97,52.28,51.74,51.61
1724,Su Wei Hsieh,TPE,f,R,95.0,169.0,35.0,54,1.8,4.44,52.34,50.0,53.6
1725,Sumit Nagal,IND,m,R,216.0,186.54,23.0,74,3.52,4.12,57.13,52.71,54.63
1726,Sunam Jeong,KOR,f,U,672.0,173.92,22.0,6,0.01,3.43,46.3,43.31,28.57
1727,Suraj R Prabodh,IND,m,R,1387.0,186.54,25.0,7,2.13,4.58,50.73,36.84,15.38
1728,Susan Bandecchi,SUI,f,U,212.0,173.92,23.0,5,2.01,4.74,56.11,55.43,37.5
1729,Susanne Celik,SWE,f,R,880.0,173.92,24.0,9,1.77,4.86,43.66,40.52,9.09
1730,Svetlana Kuznetsova,RUS,f,R,104.0,174.0,36.0,38,8.72,4.8,55.82,54.44,58.25
1731,Szymon Walkow,POL,m,R,1194.0,186.54,24.0,9,2.25,5.38,60.63,54.39,38.89
1732,Tadas Babelis,LTU,m,U,1916.0,186.54,22.0,6,1.6,8.16,57.85,41.09,0.0
1733,Taha Baadi,CAN,m,U,1084.0,186.54,18.0,5,2.53,3.45,57.11,52.4,23.08
1734,Taisei Ichikawa,JPN,m,U,924.0,186.54,18.0,1,0.94,3.58,64.02,62.84,60.0
1735,Tak Khunn Wang,FRA,m,R,551.0,186.54,29.0,41,3.87,4.09,59.26,58.38,56.0
1736,Takanyi Garanganga,ZIM,m,R,804.0,186.54,28.0,33,3.72,8.5,58.21,52.6,43.66
1737,Takashi Saito,JPN,m,R,1107.0,186.54,24.0,5,0.95,3.32,53.08,61.81,16.67
1738,Takuto Niki,JPN,m,U,750.0,186.54,32.0,21,4.89,3.48,60.16,53.97,44.44
1739,Tallon Griekspoor,NED,m,R,89.0,186.54,25.0,62,8.09,3.73,61.22,57.21,57.89
1740,Tamara Korpatsch,GER,f,R,167.0,173.92,26.0,24,1.28,7.56,49.93,46.66,49.0
1741,Tamara Zidansek,SLO,f,R,34.0,168.0,23.0,56,4.03,4.85,52.75,48.5,55.24
1742,Tamira Paszek,AUT,f,R,849.0,165.0,26.0,20,2.73,5.93,50.2,44.08,55.26
1743,Tammi Patterson,AUS,f,R,411.71,173.92,28.0,4,3.45,5.89,54.35,49.18,0.0
1744,Tara Moore,GBR,f,R,397.0,173.92,29.0,17,3.3,9.8,52.75,53.52,41.3
1745,Taro Daniel,JPN,m,R,120.0,186.54,28.0,109,5.58,3.61,59.77,57.06,53.33
1746,Tatjana Maria,GER,f,R,226.0,173.92,33.0,62,9.92,4.39,53.37,46.77,41.58
1747,Tatsuma Ito,JPN,m,R,271.0,180.0,33.0,69,6.01,4.65,59.83,52.2,51.74
1748,Taylor Fritz,USA,m,R,28.0,193.0,23.0,72,12.64,3.25,63.94,55.1,56.5
1749,Taylor Townsend,USA,f,L,262.0,173.92,24.0,17,5.8,3.34,55.6,54.11,52.33
1750,Tejas Chaukulkar,IND,m,R,1081.4,186.54,30.0,1,1.65,4.8,57.89,51.73,40.0
1751,Teliana Pereira,BRA,f,R,553.0,173.92,31.0,26,1.47,2.91,47.5,40.92,29.27
1752,Temur Ismailov,UZB,m,R,461.0,186.54,24.0,9,3.45,5.99,51.33,48.31,36.36
1753,Tena Lukas,CRO,f,U,346.0,173.92,26.0,18,1.29,8.56,48.36,46.55,30.3
1754,Tennys Sandgren,USA,m,R,96.0,188.0,30.0,77,12.08,3.38,61.42,57.48,52.11
1755,Tereza Martincova,CZE,f,R,51.0,173.92,26.0,57,1.8,3.43,54.76,52.61,55.97
1756,Tereza Mrdeza,CRO,f,R,219.0,173.92,30.0,29,1.86,7.81,45.49,38.55,36.36
1757,Tereza Smitkova,CZE,f,R,264.0,173.92,26.0,22,7.16,5.83,56.45,47.03,48.48
1758,Tess Sugnaux,SUI,f,R,622.0,173.92,26.0,4,2.15,5.9,43.46,34.48,0.0
1759,Tessah Andrianjafitrimo,FRA,f,R,192.0,173.92,22.0,8,0.74,5.03,49.59,41.98,26.32
1760,Teymuraz Gabashvili,RUS,m,R,264.0,188.0,36.0,114,8.26,6.44,58.89,55.16,42.58
1761,Thai Son Kwiatkowski,USA,m,R,232.0,186.54,26.0,48,10.56,4.67,61.28,52.69,52.32
1762,Thales Turini,BRA,m,U,853.8,186.54,29.0,8,1.76,3.67,58.91,43.57,20.0
1763,Thanasi Kokkinakis,AUS,m,R,175.0,186.54,25.0,37,14.78,4.4,64.44,63.85,62.16
1764,Theiviya Selvarajoo,MAS,f,U,-1.0,173.92,23.0,11,0.03,9.68,39.55,29.07,58.33
1765,Thiago Agustin Tirante,ARG,m,R,206.0,186.54,20.0,20,1.51,3.72,60.45,56.61,60.38
1766,Thiago Monteiro,BRA,m,L,97.0,183.0,27.0,96,8.0,3.18,63.42,58.57,56.04
1767,Thiago Seyboth Wild,BRA,m,R,126.0,186.54,21.0,58,6.27,4.32,61.32,52.56,47.45
1768,Thiemo De Bakker,NED,m,R,1728.0,193.0,30.0,55,13.5,2.26,61.75,58.31,42.72
1769,Thien Nguyen Hoang,VIE,m,R,977.2,186.54,21.0,4,0.85,8.87,55.64,40.45,20.0
1770,Thomas Bosancic,AUS,m,U,1429.0,186.54,18.0,3,2.0,5.53,49.36,34.78,33.33
1771,Thomas Brechemier,FRA,m,U,591.4,186.54,21.0,4,0.57,5.28,48.33,53.22,20.0
1772,Thomas Fabbiano,ITA,m,R,228.0,186.54,32.0,96,4.64,3.51,59.2,56.32,49.1
1773,Thomas Fancutt,AUS,m,R,631.0,186.54,25.0,17,6.84,6.26,60.95,60.89,42.55
1774,Thomas Statzberger,AUT,m,R,462.22,186.54,26.0,6,0.93,2.96,59.08,54.79,33.33
1775,Thomaz Bellucci,BRA,m,L,366.0,188.0,33.0,82,7.73,4.99,58.47,53.35,47.14
1776,Ti Chen,TPE,m,R,1334.0,183.0,34.0,34,2.45,3.41,56.64,47.78,32.35
1777,Tiago Cacao,POR,m,R,503.0,186.54,23.0,11,2.06,3.52,55.1,45.77,34.78
1778,Tiago Lopes,BRA,m,R,953.15,186.54,29.0,6,0.77,5.88,61.5,68.07,53.85
1779,Tigre Hank,MEX,m,U,1078.0,186.54,26.0,16,1.91,5.47,54.27,47.3,4.17
1780,Tim Kopinski,USA,m,U,1084.57,186.54,25.0,5,2.1,14.38,50.48,47.41,14.29
1781,Tim Puetz,GER,m,R,1193.0,186.54,33.0,29,5.51,5.57,61.76,56.78,57.33
1782,Tim Smyczek,USA,m,R,694.0,175.0,31.0,50,10.12,2.99,60.58,54.74,50.53
1783,Tim Van Rijthoven,NED,m,R,237.0,186.54,24.0,42,6.74,4.43,63.36,56.56,54.55
1784,Timea Babos,HUN,f,R,149.0,179.0,28.0,61,11.42,5.67,55.9,50.73,47.46
1785,Timea Bacsinszky,SUI,f,R,580.0,173.92,30.0,36,4.85,3.72,54.18,50.95,52.38
1786,Timo Stodder,GER,m,U,640.0,186.54,22.0,2,1.28,3.38,58.33,48.72,33.33
